en_tag,found_as,status,file,line,text
genetic,genetic,FOUND,scp-jp_fragment_tag-list-basic.wikidot,294,* **[[[/system:page-tags/tag/遺伝子|遺伝子]]]** //(genetic)// - 遺伝子に関連する、または主に遺伝子の形成・復号を通して機能するSCPの記事に付与され
geoffrey-quincy-harrison,geoffrey-quincy-harrison,FOUND,scp-jp_fragment_tag-list-universe.wikidot,717,* **[[[/system:page-tags/tag/ジェフリー・クインシー・ハリソン|ジェフリー・クインシー・ハリソン]]]** //(geoffrey-quincy-harrison)// -
geological,geological,FOUND,scp-jp_fragment_tag-list-basic.wikidot,518,* **[[[/system:page-tags/tag/地質|地質]]]** //(geological)// - 自然地形(洞穴、崖、山、谷、火山など)や地質学的現象(地震、地すべり、陥没など)で
ghost,ghost,FOUND,scp-jp_fragment_tag-list-basic.wikidot,188,* **[[[/system:page-tags/tag/霊体|霊体]]]** //(ghost)// - 幽霊ないし霊的実体であるか、それに影響を及ぼすSCPの記事に付与されるタグです。
giftschreiber,giftschreiber,FOUND,scp-jp_fragment_tag-list-universe.wikidot,70,"* **[[[/system:page-tags/tag/ギフトシュライバー|ギフトシュライバー]]]** //(giftschreiber)// - [[span class=""ruby""]]毒筆家"
glacon,glacon,FOUND,scp-jp_fragment_tag-list-universe.wikidot,671,* **[[[/system:page-tags/tag/グラソン|グラソン]]]** //(glacon)// - 人工知能のGlacon.aic。
global-occult-coalition,global-occult-coalition,FOUND,scp-jp_fragment_tag-list-universe.wikidot,34,* **[[[/system:page-tags/tag/世界オカルト連合|世界オカルト連合]]]** //(global-occult-coalition)// - [[[goc-hub-page|
goblincon2023,goblincon2023,FOUND,scp-jp_fragment_tag-list-event.wikidot,100,* **[[[/system:page-tags/tag/goblincon2023|goblincon2023]]]** //(goblincon2023)//  - [[[goblincon|ゴブ
goc-casefiles,goc-casefiles,FOUND,scp-jp_fragment_tag-list-series.wikidot,242,* **[[[/system:page-tags/tag/goc事件簿|goc事件簿]]]** //(goc-casefiles)// - [[[goc-hub-page#toc11|世界オカルト連合
goi-art,,NOT_FOUND,,,
goi-format,goi-format,FOUND,scp-jp_fragment_tag-list-basic.wikidot,50,"* ,,,,**[[[/system:page-tags/tag/goi-format|goi-format]]]** //(goi-format)// - ある特定の要注意団体(GoI)の視点で記"
goi2014,goi2014,FOUND,scp-jp_fragment_tag-list-event.wikidot,44,* **[[[/system:page-tags/tag/goi2014|goi2014]]]** //(goi2014)// - [[[goi-contest-2014|2014年要注意団体コンテス
goi2019,goi2019,FOUND,scp-jp_fragment_tag-list-event.wikidot,130,* **[[[/system:page-tags/tag/goi2019|goi2019]]]** //(goi2019)// - コンテスト-INT (Otherタグ内) の項を参照してください。
goldbaker-reinz,goldbaker-reinz,FOUND,scp-jp_fragment_tag-list-universe.wikidot,35,* **[[[/system:page-tags/tag/ゴールドベイカー・ラインツ|ゴールドベイカー・ラインツ]]]** //(goldbaker-reinz)// - [[[goldbaker-r
golden-horde,golden-horde,FOUND,scp-jp_fragment_tag-list-universe.wikidot,71,* **[[[/system:page-tags/tag/金帳汗国|金帳汗国]]]** //(golden-horde)// - 金帳汗国。
grabnok,grabnok,FOUND,scp-jp_fragment_tag-list-universe.wikidot,718,* **[[[/system:page-tags/tag/グラブノック|グラブノック]]]** //(grabnok)// - グラブノック・ザ・デストロイヤー、嫌々ながらの次元旅行者、通称[[[SC
grand-karcist-ion,grand-karcist-ion,FOUND,scp-jp_fragment_tag-list-universe.wikidot,758,* **[[[/system:page-tags/tag/崇高なるカルキスト・イオン|崇高なるカルキスト・イオン]]]** //(grand-karcist-ion)// - サーキシズムの創唱者、崇
gravity,gravity,FOUND,scp-jp_fragment_tag-list-basic.wikidot,381,* **[[[/system:page-tags/tag/重力|重力]]]** //(gravity)// - 重力に影響を及ぼすか、あるいは強く影響されるSCPの記事に付与されるタグです。
greazeburger,greazeburger,FOUND,scp-jp_fragment_tag-list-universe.wikidot,36,* **[[[/system:page-tags/tag/グリーズバーガー|グリーズバーガー]]]** //(greazeburger)// - [[[greazeburger-incorporate
green-king,green-king,FOUND,scp-jp_fragment_tag-list-series.wikidot,34,* **[[[/system:page-tags/tag/翠の王|翠の王]]]** //(green-king)// - [[[codename-green-king-hub|コードネーム：翠の王]]
greg-chudley,,NOT_FOUND,,,
group-hub,,NOT_FOUND,,,
gru-division-p,gru-division-p,FOUND,scp-jp_fragment_tag-list-universe.wikidot,37,* **[[[/system:page-tags/tag/gru-p-部局|gru-p-部局]]]** //(gru-division-p)// - [[[gru-p-hub|ロシア連邦軍参謀本部情報
guide,,NOT_FOUND,,,
gustatory,gustatory,FOUND,scp-jp_fragment_tag-list-basic.wikidot,327,* **[[[/system:page-tags/tag/味覚|味覚]]]** //(gustatory)// - 味覚によって起動あるいは活性化するか、味覚に影響を及ぼすSCPの記事に付与されるタグ
hadfield-twins,hadfield-twins,FOUND,scp-jp_fragment_tag-list-universe.wikidot,672,* **[[[/system:page-tags/tag/ハドフィールド家の双子|ハドフィールド家の双子]]]** //(hadfield-twins)// - ジョン・ハドフィールドとアビゲイル・ハ
half-cat-josie,half-cat-josie,FOUND,scp-jp_fragment_tag-list-universe.wikidot,720,* **[[[/system:page-tags/tag/半身猫のジョーシー|半身猫のジョーシー]]]** //(half-cat-josie)// - 半身猫のジョーシー、通称[[[SCP-529]
halloween,,NOT_FOUND,,,
halloween2018,halloween2018,FOUND,scp-jp_fragment_tag-list-event.wikidot,65,* **[[[/system:page-tags/tag/halloween2018|halloween2018]]]** //(halloween2018)// - [[[halloween-con
halloweencon2022,halloweencon2022,FOUND,scp-jp_fragment_tag-list-event.wikidot,94,* **[[[/system:page-tags/tag/halloweencon2022|halloweencon2022]]]** //(halloweencon2022)// - [[[hall
hallucination,hallucination,FOUND,scp-jp_fragment_tag-list-basic.wikidot,328,* **[[[/system:page-tags/tag/幻覚|幻覚]]]** //(hallucination)// - 対象に幻覚を引き起こすか、幻覚のSCPの記事に付与されるタグです。
halyna-ieva,halyna-ieva,FOUND,scp-jp_fragment_tag-list-universe.wikidot,759,* **[[[/system:page-tags/tag/ハリーナ・イエヴァ|ハリーナ・イエヴァ]]]** //(halyna-ieva)// - カルキスト・ハリーナ・イエヴァ、またの名を[[[mo
hana-thompson,,NOT_FOUND,,,
hanged-king,hanged-king,FOUND,scp-jp_fragment_tag-list-universe.wikidot,760,* **[[[/system:page-tags/tag/吊られた王|吊られた王]]]** //(hanged-king)// - アラガッダの吊られた王。
harbinger,harbinger,FOUND,scp-jp_fragment_tag-list-series.wikidot,243,* **[[[/system:page-tags/tag/ハービンジャー|ハービンジャー]]]** //(harbinger)// - アンソロジーシリーズ『ハービンジャー』。
hard-to-destroy-reptile,,NOT_FOUND,,,
hc2012,hc2012,FOUND,scp-jp_fragment_tag-list-event.wikidot,32,* **[[[/system:page-tags/tag/hc2012|hc2012]]]** //(hc2012)// - [[[halloween-contest|2012年ハロウィンコンテスト]
heartwarming,,NOT_FOUND,,,
heather-mason,heather-mason,FOUND,scp-jp_fragment_tag-list-universe.wikidot,721,"* **[[[/system:page-tags/tag/ヘザー・メイソン|ヘザー・メイソン]]]** //(heather-mason)// - ヘザー・メイソン、またの名を""ミズ・ビデオゲーム狂"""
hecatoncheires-cycle,hecatoncheires-cycle,FOUND,scp-jp_fragment_tag-list-series.wikidot,244,* **[[[/system:page-tags/tag/ヘカトンケイレス・サイクル|ヘカトンケイレス・サイクル]]]** //(hecatoncheires-cycle)// - [[[hecato
heimdall,heimdall,FOUND,scp-jp_fragment_tag-list-series.wikidot,35,* **[[[/system:page-tags/tag/ヘイムダル|ヘイムダル]]]** //(heimdall)// - [[[project-heimdall|ヘイムダル計画]]]。
herman-fuller,herman-fuller,FOUND,scp-jp_fragment_tag-list-universe.wikidot,38,* **[[[/system:page-tags/tag/ハーマン・フラー|ハーマン・フラー]]]** //(herman-fuller)// - [[[herman-fuller-hub|ハーマン・
hiscon2017,hiscon2017,FOUND,scp-jp_fragment_tag-list-event.wikidot,56,* **[[[/system:page-tags/tag/hiscon2017|hiscon2017]]]** //(hiscon2017)// - [[[history-contest|2017年歴
historical,historical,FOUND,scp-jp_fragment_tag-list-basic.wikidot,550,* **[[[/system:page-tags/tag/歴史|歴史]]]** //(historical)// - 歴史上の出来事に影響を及ぼすか、重要であるか、歴史的意義を持つSCPの記事に付与さ
hive-mind,hive-mind,FOUND,scp-jp_fragment_tag-list-basic.wikidot,189,* **[[[/system:page-tags/tag/集団意識|集団意識]]]** //(hive-mind)// - 集団意識の特徴を示すSCPの記事に付与されるタグです。
hmfscp,hmfscp,FOUND,scp-jp_fragment_tag-list-universe.wikidot,72,* **[[[/system:page-tags/tag/hmfscp|hmfscp]]]** //(hmfscp)// - 超常現象の確保収容に関する王立財団 / 珍品と過ぎ往く幻想の研究の為の王立
hogslice,hogslice,FOUND,scp-jp_fragment_tag-list-universe.wikidot,722,* **[[[/system:page-tags/tag/hogslice|hogslice]]]** //(hogslice)// - Hogslice、通称[[[SCP-6599]]]。
holly-light,holly-light,FOUND,scp-jp_fragment_tag-list-universe.wikidot,761,* **[[[/system:page-tags/tag/ホリィ・ライト|ホリィ・ライト]]]** //(holly-light)// - ワンダーテインメント博士社のホリィ・ライト。
homo-sapiens-sidhe,homo-sapiens-sidhe,FOUND,scp-jp_fragment_tag-list-universe.wikidot,73,* **[[[/system:page-tags/tag/homo-sapiens-sidhe|homo-sapiens-sidhe]]]** //(homo-sapiens-sidhe)// - [
hong-shing,,NOT_FOUND,,,
horizon-initiative,horizon-initiative,FOUND,scp-jp_fragment_tag-list-universe.wikidot,39,* **[[[/system:page-tags/tag/境界線イニシアチブ|境界線イニシアチブ]]]** //(horizon-initiative)// - [[[horizon-initiati
horror,,NOT_FOUND,,,
hostile,hostile,FOUND,scp-jp_fragment_tag-list-basic.wikidot,190,* **[[[/system:page-tags/tag/敵対的|敵対的]]]** //(hostile)// - 本能的・捕食的行動の範囲を越えて職員や対象に対して敵性を示すSCPの記事に付与される
hub,hub,FOUND,scp-jp_fragment_tag-list-basic.wikidot,119,"* ,,,,**[[[/system:page-tags/tag/ハブ|ハブ]]]** //(hub)// - //ハブ//のタグは他のページへのリンクを集めたページに付与されるタグです。すべてのS"
humanoid,humanoid,FOUND,scp-jp_fragment_tag-list-basic.wikidot,191,* **[[[/system:page-tags/tag/人間型|人間型]]]** //(humanoid)// - 人間型であるか、その特徴を示すSCPの記事に付与されるタグです。
hunters-black-lodge,hunters-black-lodge,FOUND,scp-jp_fragment_tag-list-universe.wikidot,74,* **[[[/system:page-tags/tag/ハンターの黒きロッジ|ハンターの黒きロッジ]]]** //(hunters-black-lodge)// - ハンターの黒きロッジ、[[[SC
hy-brasil,hy-brasil,FOUND,scp-jp_fragment_tag-list-universe.wikidot,1046,* **[[[/system:page-tags/tag/ハイ・ブラジル|ハイ・ブラジル]]]** //(hy-brasil)// - ハイ・ブラジル島。
icky,icky,FOUND,scp-jp_fragment_tag-list-universe.wikidot,762,* **[[[/system:page-tags/tag/イッキィ|イッキィ]]]** //(icky)// - ハーマン・フラーの不気味サーカスのヴェロニカ・メイソン、通称[[[icky-the-m
icsut,icsut,FOUND,scp-jp_fragment_tag-list-universe.wikidot,75,* **[[[/system:page-tags/tag/icsut|icsut]]]** (//icsut//) - 国際統一奇跡論研究センター (ICSUT)。
ijamea,ijamea,FOUND,scp-jp_fragment_tag-list-universe.wikidot,40,* **[[[/system:page-tags/tag/ijamea|ijamea]]]** //(ijamea)// - [[[ijamea-hub|大日本帝国異常事例調査局 (IJAMEA)]]
illustrated,,NOT_FOUND,,,
image-editing,,NOT_FOUND,,,
immobile,immobile,FOUND,scp-jp_fragment_tag-list-basic.wikidot,382,* **[[[/system:page-tags/tag/移動不可能|移動不可能]]]** //(immobile)// - 財団の知るいかなる手段によっても移動不可能なSCPの記事に付与されるタグで
in-rewrite,in-rewrite,FOUND,scp-jp_fragment_tag-list-unused.wikidot,24,* **[[[/system:page-tags/tag/改稿中|改稿中]]]** //(in-rewrite)// - ENの管理用タグであり、[[[https://scp-wiki.wikidot
incident,incident,FOUND,scp-jp_fragment_tag-list-basic.wikidot,58,* **[[[/system:page-tags/tag/インシデント|インシデント]]]** //(incident)// - インシデント記録としての性質を持った//補足//ページに付与されるタグ
indestructible,indestructible,FOUND,scp-jp_fragment_tag-list-basic.wikidot,383,* **[[[/system:page-tags/tag/破壊不可能|破壊不可能]]]** //(indestructible)// - 財団の知るいかなる手段によっても破壊不可能なSCPの記事に付与
infohazard,infohazard,FOUND,scp-jp_fragment_tag-list-basic.wikidot,330,* **[[[/system:page-tags/tag/情報災害|情報災害]]]** //(infohazard)// - 記述・言及されることで発揮される効果を持つSCPの記事に付与されるタグです
inscription,inscription,FOUND,scp-jp_fragment_tag-list-basic.wikidot,466,* **[[[/system:page-tags/tag/記述|記述]]]** //(inscription)// - 書かれるか彫られるか刻まれるかした、言葉・数字・その他の意匠に関係するSCPの記
insect,insect,FOUND,scp-jp_fragment_tag-list-basic.wikidot,254,* **[[[/system:page-tags/tag/昆虫|昆虫]]]** //(insect)// - 六脚類の昆虫であるか、それらに影響を及ぼすか類似しているSCPの記事に付与されるタグです。
insect-hell,insect-hell,FOUND,scp-jp_fragment_tag-list-series.wikidot,36,* **[[[/system:page-tags/tag/insect-hell|insect-hell]]]** //(insect-hell)// - [[[arbh-class-hub|”昆虫地
intangible,intangible,FOUND,scp-jp_fragment_tag-list-basic.wikidot,384,* **[[[/system:page-tags/tag/非実体|非実体]]]** //(intangible)// - 触れることができず、かつ気体ではないSCPの記事に付与されるタグです。
intcanoncon2025,intcanoncon2025,FOUND,scp-jp_fragment_tag-list-event.wikidot,123,* **[[[/system:page-tags/tag/intcanoncon2025|intcanoncon2025]]]** //(intcanoncon2025)// - 非公式企画の[[[i
integration-program,integration-program,FOUND,scp-jp_fragment_tag-list-series.wikidot,245,* **[[[/system:page-tags/tag/統合プログラム|統合プログラム]]]** //(integration-program)// - [[[integration-program
interactive,interactive,FOUND,scp-jp_fragment_tag-list-basic.wikidot,805,* **[[[/system:page-tags/tag/インタラクティブ|インタラクティブ]]]** //(interactive)// - 記事と読者が相互に作用する要素を持ったページに付与される
international,international,FOUND,scp-jp_fragment_tag-list-basic.wikidot,787,* **[[[/system:page-tags/tag/インターナショナル|インターナショナル]]]** //(international)// - 支部サイトから本家サイトに英訳転載された記事に付
interview,interview,FOUND,scp-jp_fragment_tag-list-basic.wikidot,59,* **[[[/system:page-tags/tag/インタビュー|インタビュー]]]** //(interview)// - インタビュー記録としての性質を持った//補足//ページに付与されるタ
invertebrate,invertebrate,FOUND,scp-jp_fragment_tag-list-basic.wikidot,258,* **[[[/system:page-tags/tag/無脊椎動物|無脊椎動物]]]** //(invertebrate)// - 無脊椎動物もしくは脊椎の無い動物でであるか、それらに影響を及ぼすか
iris-dark,iris-dark,FOUND,scp-jp_fragment_tag-list-universe.wikidot,763,* **[[[/system:page-tags/tag/アイリス・ダーク|アイリス・ダーク]]]** //(iris-dark)// - マーシャル・カーター&ダーク株式会社のアイリス・ダーク。
iris-thompson,iris-thompson,FOUND,scp-jp_fragment_tag-list-universe.wikidot,723,* **[[[/system:page-tags/tag/アイリス・トンプソン|アイリス・トンプソン]]]** //(iris-thompson)// - アイリス・トンプソン、通称[[[SCP-10
isabel-v,isabel-v,FOUND,scp-jp_fragment_tag-list-universe.wikidot,764,* **[[[/system:page-tags/tag/イザベル五世|イザベル五世]]]** //(isabel-v)// - イザベル・ヘルガ・アナスタシア・パールヴァティ・ワンダーテインメント5
island,island,FOUND,scp-jp_fragment_tag-list-basic.wikidot,520,* **[[[/system:page-tags/tag/島嶼|島嶼]]]** //(island)// - 島や諸島に類する地形であるか、それらに影響を及ぼすSCPの記事に付与されるタグです。
jam-con2018,jam-con2018,FOUND,scp-jp_fragment_tag-list-event.wikidot,60,* **[[[/system:page-tags/tag/jam-con2018|jam-con2018]]]** //(jam-con2018)// - [[[72-hour-jam-contest
jam-con2019,jam-con2019,FOUND,scp-jp_fragment_tag-list-event.wikidot,69,* **[[[/system:page-tags/tag/jam-con2019|jam-con2019]]]** //(jam-con2019)// - [[[144-hour-jam-contes
jam-con2020,jam-con2020,FOUND,scp-jp_fragment_tag-list-event.wikidot,78,* **[[[/system:page-tags/tag/jam-con2020|jam-con2020]]]** //(jam-con2020)// - [[[144-hour-jam-contes
jam-con2021,jam-con2021,FOUND,scp-jp_fragment_tag-list-event.wikidot,89,* **[[[/system:page-tags/tag/jam-con2021|jam-con2021]]]**//(jam-con2021)// - [[[jam-con-2021|2021年度7
james-harkness,james-harkness,FOUND,scp-jp_fragment_tag-list-universe.wikidot,673,* **[[[/system:page-tags/tag/ジェームス・ハークネス|ジェームス・ハークネス]]]** //(james-harkness)// - ジェームス・ハークネス、異常に高い認知
jewelry,jewelry,FOUND,scp-jp_fragment_tag-list-basic.wikidot,467,* **[[[/system:page-tags/tag/装飾品|装飾品]]]** //(jewelry)// - 主に装飾目的で着用されるSCPの記事に付与されるタグです。
jockjamsvol6,jockjamsvol6,FOUND,scp-jp_fragment_tag-list-universe.wikidot,765,* **[[[/system:page-tags/tag/jockjamsvol6|jockjamsvol6]]]** //(jockjamsvol6)// - ゲーマーズ・アゲインスト・ウィードのJ
joicl,,NOT_FOUND,,,
joke,joke,FOUND,scp-jp_fragment_tag-list-basic.wikidot,807,"* **[[[/system:page-tags/tag/ジョーク|ジョーク]]]** //(joke)// - ""ジョーク""あるいは""SCPユニバースの外""と見なされる内容のページに付与されるタグで"
journal,,NOT_FOUND,,,
jude-kriyot,jude-kriyot,FOUND,scp-jp_fragment_tag-list-universe.wikidot,766,* **[[[/system:page-tags/tag/ジュード・クライヨット|ジュード・クライヨット]]]** //(jude-kriyot)// - ゲーマーズ・アゲインスト・ウィードのジュード
judith-low,judith-low,FOUND,scp-jp_fragment_tag-list-universe.wikidot,674,* **[[[/system:page-tags/tag/ジュディス・ロゥ博士|ジュディス・ロゥ博士]]]** //(judith-low)// - 歴史部門のジュディス・ロゥ博士。
judy-papill,judy-papill,FOUND,scp-jp_fragment_tag-list-universe.wikidot,767,* **[[[/system:page-tags/tag/ジュディ・パピル|ジュディ・パピル]]]** //(judy-papill)// - ワンダーテインメント博士社のジュディ・パピル、またの名を
just-girly-things,just-girly-things,FOUND,scp-jp_fragment_tag-list-universe.wikidot,41,* **[[[/system:page-tags/tag/just-girly-things|just-girly-things]]]** //(just-girly-things)// - [[[j
k-class-scenario,k-class-scenario,FOUND,scp-jp_fragment_tag-list-basic.wikidot,551,* **[[[/system:page-tags/tag/k-クラスシナリオ|k-クラスシナリオ]]]** //(k-class-scenario)// - 1つ以上のK-クラス世界崩壊シナリオに関連
kain-pathos-crow,kain-pathos-crow,FOUND,scp-jp_fragment_tag-list-universe.wikidot,675,* **[[[/system:page-tags/tag/ケイン・パトス・クロウ|ケイン・パトス・クロウ]]]** //(kain-pathos-crow)// - ケイン・パトス・クロウ教授。
kenneth-spencer,kenneth-spencer,FOUND,scp-jp_fragment_tag-list-universe.wikidot,768,* **[[[/system:page-tags/tag/ケネス・スペンサー|ケネス・スペンサー]]]** //(kenneth-spencer)// - FBI異常事件課のケネス・スペンサー。
keter,keter,FOUND,scp-jp_fragment_tag-list-basic.wikidot,139,* **[[[/system:page-tags/tag/keter|keter]]]** //(keter)// - オブジェクトクラス: Keter
kindness,kindness,FOUND,scp-jp_fragment_tag-list-universe.wikidot,769,* **[[[/system:page-tags/tag/kindness|kindness]]]** //(kindness)// - A kind man。
kiryu-labs,kiryu-labs,FOUND,scp-jp_fragment_tag-list-series.wikidot,246,* **[[[/system:page-tags/tag/kiryu-labs|kiryu-labs]]]** //(kiryu-labs)// - [[[kiryu-labs-hub|桐生研究所]]
knowledge,knowledge,FOUND,scp-jp_fragment_tag-list-basic.wikidot,331,* **[[[/system:page-tags/tag/知識|知識]]]** //(knowledge)// - 知識の吸収・蓄積・生成・譲与・所有のいずれかを行うSCPの記事に付与されるタグです。
la-rue-macabre,la-rue-macabre,FOUND,scp-jp_fragment_tag-list-universe.wikidot,76,* **[[[/system:page-tags/tag/ラ・リュー・マカーブラー|ラ・リュー・マカーブラー]]]** //(la-rue-macabre)// - [[[larue-hub|ラ・リュ
lampeter,lampeter,FOUND,scp-jp_fragment_tag-list-series.wikidot,37,* **[[[/system:page-tags/tag/ランピーター|ランピーター]]]** //(lampeter)// - [[[lampeter-hub|ランピーター]]]。
language,language,FOUND,scp-jp_fragment_tag-list-basic.wikidot,334,* **[[[/system:page-tags/tag/言語|言語]]]** //(language)// - 異常な言語を伝えるか、その特徴を示すか、そのもののSCPの記事に付与されるタグです。
last-hope,last-hope,FOUND,scp-jp_fragment_tag-list-universe.wikidot,494,"* **[[[/system:page-tags/tag/残された希望|残された希望]]]** //(last-hope)// - 機動部隊アルファ-9 (""残された希望"")。"
legal,,NOT_FOUND,,,
legate-trunnion,legate-trunnion,FOUND,scp-jp_fragment_tag-list-universe.wikidot,770,* **[[[/system:page-tags/tag/レガーテ・トラニオン|レガーテ・トラニオン]]]** //(legate-trunnion)// - 歯車仕掛正教の預言者、[[span cl
leslie,leslie,FOUND,scp-jp_fragment_tag-list-universe.wikidot,724,* **[[[/system:page-tags/tag/レスリー|レスリー]]]** //(leslie)// - [[[SCP-3774]]]個体のレスリー。
lewitt-zairi-family,lewitt-zairi-family,FOUND,scp-jp_fragment_tag-list-universe.wikidot,771,* **[[[/system:page-tags/tag/ルウィット・ザイリ・ファミリー|ルウィット・ザイリ・ファミリー]]]** //(lewitt-zairi-family)// - 境界線イニシ
lgbtq,,NOT_FOUND,,,
library,library,FOUND,scp-jp_fragment_tag-list-basic.wikidot,521,* **[[[/system:page-tags/tag/図書館|図書館]]]** //(library)// - 図書館であるか、あるいは図書館に関連するか影響を及ぼすSCPの記事に付与されるタグで
light,light,FOUND,scp-jp_fragment_tag-list-basic.wikidot,385,* **[[[/system:page-tags/tag/可視光|可視光]]]** //(light)// - 可視光によって起動・活発化・伝播する、あるいは可視光の有無に関連するSCPの記事に付与さ
liquid,liquid,FOUND,scp-jp_fragment_tag-list-basic.wikidot,386,* **[[[/system:page-tags/tag/液体|液体]]]** //(liquid)// - 液体であるか、液体を生じさせるSCPの記事に付与されるタグです。
location,location,FOUND,scp-jp_fragment_tag-list-basic.wikidot,522,* **[[[/system:page-tags/tag/場所|場所]]]** //(location)// - 特定の地理的座標であるSCPの記事に付与されるタグです。
logo,,NOT_FOUND,,,
lolfoundation,lolfoundation,FOUND,scp-jp_fragment_tag-list-series.wikidot,38,* **[[[/system:page-tags/tag/たのしいざいだん|たのしいざいだん]]]** //(lolfoundation)// - [[[lolfoundation-hub-page|
lombardi,lombardi,FOUND,scp-jp_fragment_tag-list-universe.wikidot,676,* **[[[/system:page-tags/tag/ロンバルディ|ロンバルディ]]]** //(lombardi)// - [[[the-lombardi-tales|ベテランのフィールドエージ
loop,loop,FOUND,scp-jp_fragment_tag-list-basic.wikidot,553,* **[[[/system:page-tags/tag/ループ|ループ]]]** //(loop)// - 活動のループをさせるか、ループしているSCPの記事に付与されるタグです。
lorecon2023,lorecon2023,FOUND,scp-jp_fragment_tag-list-event.wikidot,132,* **[[[/system:page-tags/tag/lorecon2023|lorecon2023]]]** //(lorecon2023)// - コンテスト-INT (Otherタグ内) の
lovataar,lovataar,FOUND,scp-jp_fragment_tag-list-universe.wikidot,772,* **[[[/system:page-tags/tag/ロヴァタール|ロヴァタール]]]** //(lovataar)// - ダエーワの姫君からクラヴィガルの一人へと転向した人物、ロヴァタール。
madao,madao,FOUND,scp-jp_fragment_tag-list-universe.wikidot,94,* **[[[/system:page-tags/tag/madao|madao]]]** //(madao)// - 要注意団体-ITの項を参照してください。
mages-academy,mages-academy,FOUND,scp-jp_fragment_tag-list-universe.wikidot,95,* **[[[/system:page-tags/tag/魔術師学会|魔術師学会]]]** //(mages-academy)// - 要注意団体-DEの項を参照してください。
magnetic,magnetic,FOUND,scp-jp_fragment_tag-list-basic.wikidot,387,* **[[[/system:page-tags/tag/磁力|磁力]]]** //(magnetic)// - 磁性体であるか、磁荷や磁力を持つ特徴を示すSCPの記事に付与されるタグです。
man-who-wasnt-there,man-who-wasnt-there,FOUND,scp-jp_fragment_tag-list-series.wikidot,39,* **[[[/system:page-tags/tag/存在しなかった者|存在しなかった者]]]** //(man-who-wasnt-there)// - [[[the-man-who-wasnt
manhattan-crisis,,NOT_FOUND,,,
manna-charitable-foundation,manna-charitable-foundation,FOUND,scp-jp_fragment_tag-list-universe.wikidot,42,* **[[[/system:page-tags/tag/マナによる慈善財団|マナによる慈善財団]]]** //(manna-charitable-foundation)// - [[[manna-c
manny,manny,FOUND,scp-jp_fragment_tag-list-universe.wikidot,773,"* **[[[/system:page-tags/tag/マニー|マニー]]]** //(manny)// - ハーマン・フラーの不気味サーカスのマニー、またの名を""逆さまの顔を持つ男""。"
mari-macphaerson,mari-macphaerson,FOUND,scp-jp_fragment_tag-list-universe.wikidot,774,* **[[[/system:page-tags/tag/マリ・マクファーソン|マリ・マクファーソン]]]** //(mari-macphaerson)// - ヴィキャンデル=ニード・テクニカル・メ
maria-johnston,,NOT_FOUND,,,
maria-jones,maria-jones,FOUND,scp-jp_fragment_tag-list-universe.wikidot,677,* **[[[/system:page-tags/tag/マリア・ジョーンズ|マリア・ジョーンズ]]]** //(maria-jones)// - RAISAのマリア・ジョーンズ。
marie-surratt,marie-surratt,FOUND,scp-jp_fragment_tag-list-universe.wikidot,678,* **[[[/system:page-tags/tag/マリー・サラット|マリー・サラット]]]** //(marie-surratt)// - マリー・サラット、元財団エージェント・現超常ギャング
marion-wheeler,marion-wheeler,FOUND,scp-jp_fragment_tag-list-universe.wikidot,679,* **[[[/system:page-tags/tag/マリオン・ホイーラー|マリオン・ホイーラー]]]** //(marion-wheeler)// - [[[antimemetics-divis
mark-kiryu,mark-kiryu,FOUND,scp-jp_fragment_tag-list-universe.wikidot,680,* **[[[/system:page-tags/tag/マーク・桐生|マーク・桐生]]]** //(mark-kiryu)// - [[[kiryu-labs-hub|桐生研究所]]]のマーク・桐生
marshall-carter-and-dark,marshall-carter-and-dark,FOUND,scp-jp_fragment_tag-list-universe.wikidot,43,* **[[[/system:page-tags/tag/mc&d|mc&d]]]** //(marshall-carter-and-dark)// - [[[marshall-carter-and-
marw,marw,FOUND,scp-jp_fragment_tag-list-universe.wikidot,953,* **[[[/system:page-tags/tag/マーウ|マーウ]]]** //(marw)// - マーウ探偵。
mathematical,mathematical,FOUND,scp-jp_fragment_tag-list-basic.wikidot,554,* **[[[/system:page-tags/tag/数学|数学]]]** //(mathematical)// - 数字であるか、数字・数体系・方程式に影響を及ぼすか、あるいは数学的意義を持つS
maxwellism,maxwellism,FOUND,scp-jp_fragment_tag-list-universe.wikidot,77,* **[[[/system:page-tags/tag/マクスウェリズム|マクスウェリズム]]]** //(maxwellism)// - 壊れた神の教会の一派閥、マクスウェリズム教会。
mechanical,mechanical,FOUND,scp-jp_fragment_tag-list-basic.wikidot,470,* **[[[/system:page-tags/tag/機械|機械]]]** //(mechanical)// - 主に機械的な方法で動くか、機械的な装置であるSCPの記事に付与されるタグです。
media,media,FOUND,scp-jp_fragment_tag-list-basic.wikidot,472,* **[[[/system:page-tags/tag/記憶媒体|記憶媒体]]]** //(media)// - 据え付け・取り外し可・アナログ・デジタルを問わず、記憶媒体用品そのものであるか、1つ
medical,medical,FOUND,scp-jp_fragment_tag-list-basic.wikidot,295,* **[[[/system:page-tags/tag/医療|医療]]]** //(medical)// - 医療機器として使用されるか、医療用途の機器であるか、あるいは病気やその原因及び作用機序な
